No	sitiran 1	case	sitiran 2	bentuk	acuan	speaker 3	speaker mdl dede	speaker 2	jender 1	file 1	File 2	Kesantunan	makna kesantunan	katagori bentuk 1	Fungsi 1	Fungsi 2	Fungsi 3	Fungsi 4	katagori ProN 1	katagori ProN 2	katagori ProN 3	Pronomina Unmarked	Pronomina Inklusif / eksklusif	Formal/informal	jender kuMtul
22	gimana  kita harus menghadapinya. (SI F 11, 152 Lyra    iya. (SI F 11, 154 Lyra   abis	dia	biasanya kalo ama manusia kan kita nggak tahu hati  orang ya mbak,	dia	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	So Imah SHow	SI F  11   F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Ft
23	ama manusia kan kita nggak tahu hati  orang ya mbak, jadi mungkin	dia	nyayang-nyanyang kita  kasian kamu segala macem, abis itu dia hah dasar	dia	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	So Imah SHow	SI F  11   F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Ft
24	, jadi mungkin dia nyayang-nyanyang kita  kasian kamu segala macem, abis itu	dia	hah dasar gini gini. jadi  kita nggak tahu. (SI F 11, 156 Yulia   yang	dia	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	So Imah SHow	SI F  11   F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Ft
25	muslim ya, mungkin  itu mengikuti trend gitu. belum tentu bajunya menutup, tapi	dia	hanya sebagai kaf aja, poninya keliatan, ato apa, kayak  gitu. (SI F 11, 301	dia	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	So Imah SHow	SI F  11   F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Ft
26	F   11, 46 HF Soimah   nih ada teman aku, ntar kamu boleh belajar ama	dia	. kita lihat foto nih teman aku nih. (SI F   11, 48 HF Soimah   nah,	dia	april J	NA	older_female_host -> younger_guest (HF > G)	younger guest	HF	So Imah SHow	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Ft
27	. kita lihat foto nih teman aku nih. (SI F   11, 48 HF Soimah   nah,	dia	itu dulu, sebelum pake hijab. (SI F   11, 51 HF Soimah   sekarang mah udah	dia	april J	NA	older_female_host -> younger_guest (HF > G)	younger guest	HF	So Imah SHow	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Ft
28	ada  trend, ada ciri khasnya. (SI F   11, 178 HF Soimah   ada ciri khasnya,	dia	miring ke sini. (SI F   11, 180 HF Soimah   biasanya kan ini kan ditengah	dia	april J	NA	older_female_host -> younger_guest (HF > G)	younger guest	HF	So Imah SHow	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Ft
29	ke sini. (SI F   11, 180 HF Soimah   biasanya kan ini kan ditengah gini,	dia	miring  kesini. (SI F   11, 182 HF Soimah   nah kita tanyakan saja. (SI F   11, 184	dia	april J	NA	older_female_host -> younger_guest (HF > G)	younger guest	HF	So Imah SHow	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Ft
30	11, 191 HF Soimah   lebih cantik. ya langsung aja saya panggil ini	dia	April Jasmine. (SI F   11, 194 HF Soimah   Cantik, dengan kehamilannya semakin cantik. (SI	dia	april J	NA	older_female_host -> younger_guest (HF > G)	younger guest	HF	So Imah SHow	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Ft
31	saya punya pengalaman soalnya,  sodaraku tanteku kan agamanya non islam ya, jadi	dia	pergi gitu melihat ini ikut-ikutan sampean  jilbabnya itu ke samping ke	dia	april J	NA	older_female_host -> younger_guest (HF > G)	younger guest	HF	So Imah SHow	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Ft
32	Soimah   bagaimana kalau kita memanggil pakar hijab,  langsung saja saya panggil ini	dia	mbak Rima.  Selamat sore mbak. (SI F   11, 277 HF Soimah   loe kira naik	dia	april J	NA	older_female_host -> younger_guest (HF > G)	younger guest	HF	So Imah SHow	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Ft
33	punya kita ya Ndoro ya. (SI F 11, PH F Deswita   ok, ini	dia	. (SI F 11, PH F Deswita   kalo bisa sih jangan sampai trend Ndoro. (	dia	NA	NA	younger_female_guest -> older_host (F < H)	younger guest	PH F	So Imah SHow	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Keakraban	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	NA
34	Deswita   Gita ayo. (SI F 11, PH F Deswita   ayo kamu duduk. masa	dia	gini, si Gita gini. Teteh ini  teteh ini galak ih jerawatan lho.	dia	NA	NA	younger_female_guest -> older_host (F < H)	younger guest	PH F	So Imah SHow	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Keakraban	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	NA
35	11, PH F Deswita   ngaca dulu Sotoy. (SI F 11, PH F Deswita   eh,	dia	aja malu liat muka sendiri apalagi kita ye. (SI F 11, PH F	dia	NA	NA	younger_female_guest -> older_host (F < H)	younger guest	PH F	So Imah SHow	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Keakraban	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	NA
36	’ dengan Elma juga gitu dan itu kan  saya awal-awal berakarir . Dan	dia	mama Uli banyak  mengajarkan banyak hal lah ya, dari acting trus  bahasa-	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
37	Uli,""mama Uli, anaknya udah umur berapa?""  aku masih belum tau kalo	dia	belum menikah gitu  kan. (SI F 12, 221 M Syahrul : udah, kamu juga anak,	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
38	. udah,  pokoknya semua anak mama, gitu. (SI F 12, 223 M Syahrul : begitu pas,	dia	kan belum kawin. hah?! (SI F 12, 225 M Syahrul : tapi dia emank emank	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
39	: begitu pas, dia kan belum kawin. hah?! (SI F 12, 225 M Syahrul : tapi	dia	emank emank orangnya. (SI F 12, 227 M Syahrul : nggak sakit ati, nggak apa	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
40	, besar sekali ya. sampe kami tuh sampe kuliah  pun kami dibiayain sama	dia	. (SI F 12, 267 M Tigor : sampe keponak (SI F 12, 269 M Dimas : keponakan sampe.. (	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
41	-oleh. dari  semuanya pasti semuanya dipikirin. (SI F 12, 275 M Tigor : malah terakhir	dia	bilang ya dia mo ngajak ponakan  liburan (SI F 12, 277 M Dimas : ponakan	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
42	pasti semuanya dipikirin. (SI F 12, 275 M Tigor : malah terakhir dia bilang ya	dia	mo ngajak ponakan  liburan (SI F 12, 277 M Dimas : ponakan masih mo ngajak	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
43	12, 297 M Tigor : iya (SI F 12, 299 M Tigor : tau (SI F 12, 306 M Tigor :	dia	kan operasi jantung tahun 97. keluarga besar  tau. (SI F 12, 308 M Tigor : pasang	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
44	Tigor : pasang ring. (SI F 12, 310 M Tigor : iyah, pasang ring. trus taun 2009	dia	fertigo ya. (SI F 12, 312 M Tigor : fertigo. trus dia memang tipe yang	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
45	ring. trus taun 2009 dia fertigo ya. (SI F 12, 312 M Tigor : fertigo. trus	dia	memang tipe yang nggak mau  orang atau dia sakit. (SI F 12, 314 M	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
46	12, 312 M Tigor : fertigo. trus dia memang tipe yang nggak mau  orang atau	dia	sakit. (SI F 12, 314 M Tigor : sampe adeknya pun dia nggak mau tunjukkin	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
47	mau  orang atau dia sakit. (SI F 12, 314 M Tigor : sampe adeknya pun	dia	nggak mau tunjukkin dia  sakit ke adiknya. malah adeknya sakit, dia yang	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
48	sakit. (SI F 12, 314 M Tigor : sampe adeknya pun dia nggak mau tunjukkin	dia	sakit ke adiknya. malah adeknya sakit, dia yang  khawatir. (SI F 12, 316 M	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
49	pun dia nggak mau tunjukkin dia  sakit ke adiknya. malah adeknya sakit,	dia	yang  khawatir. (SI F 12, 316 M Tigor : nggak pernah mau (SI F 12, 318 M	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
50	: nggak pernah mau (SI F 12, 318 M Tigor : iya (SI F 12, 320 M Tigor :	dia	nggak mo adek-adeknya ato keponakannya dia  sakit. takut mengganggu. (SI F 12, 322	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
51	: iya (SI F 12, 320 M Tigor : dia nggak mo adek-adeknya ato keponakannya	dia	sakit. takut mengganggu. (SI F 12, 322 M Tigor : sesak nafas. (SI F 12, 324 M	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
52	: masih mo jalan-jalan. (SI F 12, 334 M Tigor : aduh, udah luar biasa	dia	. dia the best itu untuk  saya pribadi. (SI F 12, 336 M Tigor : ya	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
53	mo jalan-jalan. (SI F 12, 334 M Tigor : aduh, udah luar biasa dia.	dia	the best itu untuk  saya pribadi. (SI F 12, 336 M Tigor : ya dia	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
54	. dia the best itu untuk  saya pribadi. (SI F 12, 336 M Tigor : ya	dia	figur yang paling bagus tuh gimana tuh. (SI F 12, 338 M Tigor : kuat	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
55	F 12, 341 M Tigor : saking carenya aja, kalo kita belum pulang ke rumah	dia	belum mau tidur. (SI F 12, 342 M Tigor : di cek kamar satu-satu. (	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
56	: tapi emang nggak, kalo soal-soal percintaan (SI F 12, 355 M Tigor : nggak	dia	nggak (SI F 12, 357 M Dimas : dia, nggak, jarang. (SI F 12, 358 M Dimas :	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
57	percintaan (SI F 12, 355 M Tigor : nggak dia nggak (SI F 12, 357 M Dimas :	dia	, nggak, jarang. (SI F 12, 358 M Dimas : oh kita, kita tau, cuman ya	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
58	: nggak yang sampe curhat ato apa nggak (SI F 12, 362 M Tigor : cuman	dia	bilang, ""saya udah punya calon"" gitu aja. (SI F 12, 364 M Tigor : ya	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
59	ya  donk. (SI F 12, 366 M Tigor : mengingat udah berumurkan? kan kasian juga	dia	masa tulang punggung terus kan, kasian. mulai dari  mami, papi meninggal lah	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
60	punggung terus kan, kasian. mulai dari  mami, papi meninggal lah istilahnya kan.	dia	truuuss  trus trus trus dia. (SI F 12, 368 M Tigor&Dimas: Iya. (SI	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
61	dari  mami, papi meninggal lah istilahnya kan. dia truuuss  trus trus trus	dia	. (SI F 12, 368 M Tigor&Dimas: Iya. (SI F 12, 372 M Dimas : keinginannya sih	dia	mami Uli	NA	older_male_guest -> younger_host (M > H)	older than Host	M	So Imah SHow	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. dia, ia, mereka (intimate form)	3a. Pronomina Orang.III tunggal	3. 3rd person	Pronominal Pronoun	Unmarked	NA	Formal	Mt
